unit_id,cycle,temp_inlet,temp_outlet,temp_exhaust,pressure_discharge,speed_shaft,speed_core,pressure_static,flow_rate,speed_corrected,speed_secondary,bypass_ratio,bleed_enthalpy,coolant_1,coolant_2
2,12,326.4,478.5,335.6,1442.5,1712.6,3430.4,976.4,0.848,1626.9,3316.7,3.77,385.8,0.0625,0.0447
2,13,327.7,471.8,335.8,1429.6,1715.5,3424.9,968.8,0.84,1631.7,3315.3,3.8,388.0,0.0621,0.0447
2,14,325.8,470.0,336.2,1439.6,1705.9,3426.7,974.5,0.833,1623.2,3308.1,3.76,385.7,0.0632,0.0436
2,15,328.4,470.5,333.1,1436.7,1719.8,3418.6,968.2,0.845,1613.4,3294.8,3.8,385.0,0.0639,0.0442
2,16,327.2,477.6,334.2,1415.3,1709.0,3431.0,965.5,0.833,1618.4,3282.5,3.74,385.7,0.0618,0.0428
2,17,330.3,463.7,333.2,1417.0,1704.6,3417.1,967.7,0.836,1611.1,3303.7,3.71,384.6,0.0609,0.0423
2,18,328.2,463.0,333.7,1411.3,1694.5,3420.8,963.7,0.836,1612.0,3308.8,3.74,385.0,0.063,0.0443
2,19,325.6,467.1,337.1,1431.1,1690.3,3421.3,967.6,0.832,1607.1,3301.3,3.76,383.2,0.0617,0.044
2,20,324.2,466.2,333.8,1423.8,1704.9,3414.3,965.2,0.822,1605.1,3287.6,3.71,383.3,0.0611,0.0432
2,21,321.2,467.0,331.9,1417.5,1696.4,3409.8,962.0,0.827,1606.3,3297.3,3.7,383.3,0.0607,0.0432
2,22,320.1,464.2,329.9,1406.6,1684.0,3403.5,960.5,0.824,1581.8,3295.7,3.74,380.5,0.0595,0.0421
2,23,322.9,462.9,330.1,1409.3,1673.7,3397.9,962.4,0.821,1587.9,3268.3,3.72,381.0,0.0589,0.0426
2,24,319.8,460.6,331.3,1393.9,1685.7,3404.5,962.0,0.829,1594.8,3279.4,3.74,378.2,0.0596,0.0414
2,25,318.6,461.7,331.2,1399.7,1670.0,3392.1,956.7,0.823,1578.4,3286.6,3.69,379.5,0.0608,0.0414
2,26,321.6,453.0,327.4,1381.1,1664.8,3397.3,959.4,0.816,1584.4,3268.8,3.65,379.0,0.0603,0.0412
2,27,314.0,451.3,326.9,1401.5,1665.7,3381.8,954.0,0.809,1580.8,3269.3,3.65,377.6,0.0593,0.0416
2,28,317.1,453.1,324.7,1380.3,1666.0,3376.2,955.3,0.805,1570.1,3278.9,3.66,379.3,0.0579,0.0416
2,29,316.9,444.1,326.4,1394.4,1666.4,3379.5,952.4,0.798,1572.8,3254.6,3.63,378.2,0.0583,0.0404
2,30,313.5,459.9,327.4,1373.5,1670.1,3378.6,953.9,0.8,1559.5,3269.9,3.62,374.7,0.0586,0.0396
2,31,309.5,451.9,322.2,1370.1,1647.6,3365.6,946.9,0.805,1565.7,3253.9,3.64,377.4,0.0566,0.0401
2,32,316.1,450.7,325.6,1370.6,1639.3,3380.7,950.8,0.797,1555.5,3244.6,3.62,373.4,0.0571,0.0402
2,33,312.4,449.5,327.1,1377.2,1635.4,3362.3,954.4,0.791,1554.9,3266.2,3.64,373.6,0.057,0.0385
2,34,307.4,444.8,322.9,1362.3,1639.0,3381.1,947.3,0.794,1551.2,3248.9,3.62,371.5,0.0564,0.0385
2,35,308.5,444.7,323.6,1369.9,1639.0,3373.1,949.1,0.791,1550.1,3232.5,3.59,372.2,0.0548,0.0386
2,36,309.3,439.1,323.3,1360.6,1626.4,3356.0,945.3,0.777,1559.6,3236.9,3.55,373.2,0.0563,0.0394
2,37,308.3,442.4,318.7,1349.6,1625.6,3353.0,935.1,0.789,1552.7,3249.6,3.54,371.3,0.0537,0.0393
2,38,300.4,440.9,321.6,1358.9,1622.1,3338.5,939.4,0.778,1537.2,3242.3,3.56,373.0,0.0554,0.0377
2,39,307.2,437.1,319.5,1346.5,1593.6,3347.3,938.9,0.775,1528.5,3222.1,3.54,371.3,0.0544,0.0373
2,40,301.0,442.5,316.2,1347.5,1610.4,3355.5,940.4,0.772,1512.5,3237.8,3.56,366.6,0.0547,0.0368
2,41,299.4,430.0,318.8,1339.1,1608.9,3347.9,936.8,0.773,1526.9,3215.9,3.51,365.6,0.053,0.0369
2,42,302.2,439.3,314.9,1334.2,1598.8,3336.8,934.9,0.768,1508.2,3222.4,3.52,365.8,0.0548,0.0365
2,43,297.2,432.4,315.3,1318.4,1594.2,3340.6,937.5,0.76,1519.0,3216.5,3.49,367.6,0.0535,0.0364
2,44,295.2,426.4,314.8,1326.8,1593.8,3330.3,932.7,0.745,1514.3,3203.9,3.5,365.4,0.0529,0.0356
2,45,296.7,422.4,315.7,1317.6,1560.8,3328.1,933.1,0.751,1512.1,3201.9,3.41,363.5,0.0523,0.0357
2,46,295.0,427.2,313.5,1314.1,1573.5,3313.7,925.2,0.751,1488.2,3199.2,3.45,363.6,0.0515,0.0351
2,47,294.6,427.0,313.3,1298.2,1569.5,3316.6,926.1,0.753,1495.1,3192.7,3.46,360.2,0.0519,0.0349
2,48,288.8,421.6,313.2,1302.5,1557.4,3304.7,920.3,0.738,1491.2,3200.4,3.41,362.2,0.0504,0.0345
2,49,291.0,425.4,311.2,1294.9,1567.5,3300.7,919.6,0.737,1482.4,3189.9,3.4,358.4,0.049,0.0343
2,50,289.8,425.7,309.3,1305.5,1568.2,3297.4,919.4,0.736,1492.3,3175.1,3.39,361.6,0.0497,0.0335
2,51,288.5,418.9,309.5,1295.4,1558.7,3300.4,914.0,0.732,1479.8,3185.1,3.39,359.7,0.05,0.0329
2,52,283.8,412.0,310.5,1280.7,1544.3,3287.2,918.5,0.72,1467.2,3185.8,3.39,358.3,0.0487,0.0341
2,53,281.4,416.5,307.6,1288.4,1543.1,3285.5,916.4,0.72,1452.1,3173.8,3.35,357.0,0.0496,0.0324
2,54,285.5,412.8,309.4,1268.7,1530.2,3275.8,915.7,0.718,1470.8,3179.6,3.36,356.5,0.0468,0.0324
2,55,279.1,408.7,305.2,1272.2,1537.9,3273.5,905.1,0.713,1441.4,3161.2,3.35,355.7,0.0477,0.0312
2,56,286.2,407.8,307.6,1263.2,1518.5,3289.2,904.6,0.718,1443.8,3153.0,3.36,352.4,0.0476,0.0322
2,57,277.2,400.2,300.3,1258.8,1519.8,3267.3,905.4,0.711,1449.3,3159.7,3.3,352.0,0.0471,0.0313
2,58,276.3,402.2,303.8,1273.8,1507.1,3244.3,905.7,0.703,1442.0,3146.8,3.33,352.2,0.0467,0.0301
2,59,270.2,402.4,301.4,1260.4,1501.0,3245.3,897.2,0.707,1436.3,3138.5,3.25,349.9,0.0441,0.0305
2,60,276.9,399.3,297.9,1248.5,1512.3,3266.0,900.8,0.695,1408.6,3128.9,3.25,350.3,0.0452,0.0298
3,1,331.4,475.1,340.1,1443.4,1751.2,3438.6,984.9,0.856,1646.4,3333.2,3.84,386.9,0.0646,0.0469
3,2,331.8,474.0,339.4,1445.7,1726.9,3443.1,978.1,0.857,1645.0,3335.9,3.86,390.3,0.0661,0.0466
3,3,327.8,478.0,337.2,1442.6,1744.3,3446.3,977.8,0.866,1630.1,3329.2,3.86,389.6,0.0639,0.0458
3,4,335.8,479.7,339.8,1448.9,1737.1,3437.2,977.7,0.86,1615.5,3334.1,3.85,387.7,0.0641,0.0456
3,5,334.5,477.0,340.8,1448.3,1727.1,3441.7,978.8,0.861,1645.3,3326.7,3.84,389.0,0.0651,0.045
3,6,334.5,471.9,339.4,1445.6,1732.4,3427.7,982.2,0.86,1638.3,3329.2,3.81,389.5,0.0655,0.0448
3,7,338.7,475.5,339.6,1435.8,1733.9,3432.5,974.8,0.852,1630.8,3322.6,3.85,386.5,0.0633,0.0454
3,8,330.8,473.1,338.3,1436.0,1731.3,3440.0,975.5,0.852,1642.7,3332.1,3.82,386.5,0.0629,0.0439
3,9,328.9,472.8,337.6,1424.3,1738.9,3446.4,979.1,0.848,1634.2,3314.0,3.85,385.9,0.0635,0.0459
3,10,336.5,474.3,336.7,1417.6,1739.1,3438.7,968.9,0.854,1635.1,3316.4,3.8,388.4,0.0638,0.0452
3,11,333.0,477.3,338.0,1438.7,1709.7,3425.9,976.2,0.851,1632.0,3323.0,3.79,387.7,0.0627,0.0448
3,12,331.7,470.8,339.4,1440.6,1730.9,3430.5,968.7,0.841,1629.9,3312.8,3.81,386.6,0.0628,0.0451
3,13,332.0,469.7,336.7,1431.0,1718.3,3429.0,968.2,0.852,1614.2,3306.4,3.8,386.2,0.0624,0.044
3,14,327.9,469.7,336.5,1418.7,1716.2,3438.9,971.6,0.837,1614.2,3310.7,3.77,387.3,0.0614,0.0452
3,15,322.9,469.9,333.4,1431.2,1703.0,3416.5,969.0,0.838,1601.5,3311.3,3.72,386.8,0.0623,0.0446
3,16,325.4,466.6,335.5,1418.1,1693.0,3421.8,964.9,0.838,1626.1,3312.5,3.77,384.2,0.062,0.0434
3,17,326.7,467.5,333.4,1421.9,1685.6,3434.5,969.8,0.828,1612.8,3294.9,3.75,382.6,0.0628,0.0424
3,18,324.3,461.9,333.4,1414.8,1687.9,3427.9,971.5,0.83,1613.2,3299.4,3.76,385.7,0.0615,0.0444
3,19,323.7,465.5,335.7,1416.4,1678.9,3416.0,961.9,0.822,1598.0,3300.1,3.72,380.8,0.0612,0.0434
3,20,321.9,460.7,329.0,1405.7,1701.4,3419.0,967.0,0.828,1603.7,3304.2,3.71,382.8,0.0597,0.0433
3,21,321.6,460.0,332.9,1400.3,1682.5,3420.1,960.3,0.823,1593.8,3297.9,3.68,383.6,0.0607,0.0425
3,22,319.7,461.8,333.3,1407.2,1678.3,3403.0,963.8,0.825,1594.0,3293.7,3.72,379.5,0.0591,0.0427
3,23,324.9,458.6,330.3,1412.7,1698.7,3403.0,964.8,0.827,1588.2,3271.9,3.69,381.1,0.0606,0.0419
3,24,317.9,455.0,327.4,1398.5,1665.1,3399.3,957.4,0.817,1606.9,3283.8,3.69,379.6,0.0588,0.0428
3,25,320.8,456.9,329.6,1391.2,1679.0,3386.1,959.3,0.826,1589.5,3276.1,3.71,382.2,0.0602,0.0418
3,26,316.1,458.5,331.5,1377.8,1680.3,3394.1,961.7,0.814,1564.4,3291.6,3.65,379.8,0.0592,0.0414
3,27,317.2,454.2,328.2,1391.9,1674.8,3390.6,956.8,0.82,1571.1,3274.5,3.68,379.5,0.0589,0.0412
3,28,315.1,458.2,326.8,1391.4,1662.6,3386.5,950.8,0.809,1574.6,3260.1,3.64,376.6,0.0575,0.0402
3,29,318.1,450.0,325.3,1372.3,1670.4,3389.7,954.1,0.807,1567.0,3265.4,3.63,377.5,0.0588,0.0412
3,30,318.4,453.8,326.8,1386.8,1641.3,3379.3,947.2,0.813,1563.2,3276.9,3.66,375.0,0.0567,0.0397
3,31,315.1,449.3,322.9,1374.0,1666.1,3387.8,948.9,0.802,1568.4,3250.0,3.62,374.5,0.0579,0.0398
3,32,308.5,449.8,323.5,1362.9,1635.5,3370.4,953.2,0.797,1568.2,3241.0,3.6,372.5,0.057,0.0402
3,33,309.3,443.6,325.1,1362.7,1644.6,3363.4,948.9,0.792,1561.8,3258.2,3.66,373.6,0.0561,0.0388
3,34,308.1,447.0,321.9,1376.1,1639.4,3357.4,944.5,0.788,1552.6,3242.7,3.62,372.4,0.0563,0.0397
3,35,306.6,444.4,324.9,1364.0,1635.7,3357.3,941.4,0.799,1545.7,3260.1,3.57,374.1,0.0559,0.0391
3,36,309.9,444.1,322.6,1345.3,1624.3,3372.4,942.1,0.788,1541.4,3238.3,3.54,369.7,0.057,0.0385
3,37,303.3,438.5,321.9,1346.0,1618.2,3344.8,937.5,0.792,1537.3,3236.7,3.55,371.7,0.0554,0.0384
3,38,305.1,438.6,319.1,1336.2,1614.6,3365.4,936.0,0.779,1536.9,3243.8,3.61,369.2,0.0543,0.0386
3,39,304.0,444.1,320.1,1340.2,1612.5,3348.4,939.6,0.769,1513.8,3219.8,3.55,368.8,0.0531,0.0373
3,40,298.0,435.7,316.9,1336.9,1608.6,3342.5,936.6,0.781,1545.1,3233.6,3.52,369.4,0.0536,0.0368
3,41,299.1,435.7,319.3,1353.7,1616.3,3342.3,932.7,0.77,1525.2,3222.7,3.55,366.2,0.0532,0.0372
3,42,304.4,427.7,315.3,1342.5,1593.3,3348.3,930.7,0.773,1515.4,3222.9,3.48,364.2,0.0539,0.0363
3,43,296.5,428.1,314.2,1338.8,1586.1,3324.6,937.4,0.76,1511.5,3218.2,3.48,364.7,0.0538,0.0365
3,44,295.9,425.6,313.1,1316.7,1569.9,3333.2,930.1,0.763,1495.1,3207.9,3.47,365.0,0.0523,0.0352
3,45,298.5,430.2,314.1,1327.8,1595.0,3330.6,928.5,0.754,1498.1,3213.7,3.44,362.6,0.0524,0.0359
3,46,296.2,423.7,313.6,1322.6,1574.6,3313.7,925.4,0.762,1504.7,3193.5,3.41,364.1,0.0514,0.0356
3,47,294.0,427.6,309.8,1307.2,1575.9,3313.1,921.7,0.746,1487.6,3199.2,3.45,361.9,0.051,0.0337
3,48,289.7,428.3,308.8,1317.1,1565.6,3292.2,927.1,0.753,1483.4,3200.9,3.41,361.5,0.0508,0.0344
3,49,291.9,422.1,309.7,1304.6,1558.2,3303.4,919.5,0.743,1495.8,3185.6,3.37,362.9,0.0505,0.0338
3,50,288.8,416.4,311.0,1303.2,1563.1,3299.5,913.0,0.731,1480.0,3166.8,3.39,358.0,0.0503,0.0337
3,51,290.4,418.3,308.8,1286.0,1557.6,3311.1,912.2,0.728,1486.3,3185.2,3.37,359.8,0.0496,0.0331
3,52,285.1,418.0,308.2,1296.7,1552.2,3284.0,920.0,0.725,1463.8,3171.5,3.33,358.7,0.0481,0.0327
3,53,287.3,416.2,305.9,1274.1,1539.8,3272.0,910.6,0.725,1461.0,3168.6,3.35,358.9,0.0489,0.0335
3,54,285.8,412.4,304.0,1269.2,1534.9,3276.2,908.9,0.726,1467.3,3167.6,3.34,355.0,0.0474,0.0335
3,55,279.5,409.3,304.2,1273.6,1538.8,3281.9,909.4,0.726,1445.6,3166.1,3.36,354.0,0.0476,0.0329
3,56,279.0,408.1,303.5,1261.3,1527.2,3263.3,912.8,0.716,1444.9,3159.2,3.31,353.6,0.047,0.0312
3,57,278.3,407.5,299.8,1258.8,1517.9,3267.4,904.8,0.713,1438.4,3140.8,3.32,353.4,0.0458,0.0321
3,58,279.5,402.1,303.6,1264.0,1519.4,3255.4,902.3,0.703,1431.4,3132.9,3.3,350.2,0.0464,0.03
3,59,276.8,398.4,301.0,1243.0,1500.6,3259.9,902.6,0.705,1423.4,3129.0,3.24,350.2,0.0466,0.0307
3,60,275.7,398.3,298.9,1254.8,1496.7,3247.5,905.8,0.694,1422.7,3138.2,3.24,347.9,0.046,0.0292
